CLF_0,CLF_1,CLF_2,CLF_3,LABEL
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
31,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
32,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
17,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
26,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
11,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
33,0,0,0,0
0,0,0,0,0
11,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
8,0,0,0,0
11,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
9,0,0,0,0
0,0,0,0,0
9,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
11,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
16,16,16,16,16
16,16,16,16,16
14,16,24,16,16
31,16,21,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,18,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,16,16,16
6,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
14,16,18,16,16
16,16,17,16,16
0,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
14,16,24,16,16
8,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,39,16
16,16,16,16,16
16,16,16,16,16
14,16,17,16,16
22,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,26,16
16,16,17,16,16
16,16,17,39,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,39,16
16,16,17,16,16
26,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
17,16,17,17,16
16,16,17,16,16
27,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
26,16,17,16,16
16,16,15,16,16
6,16,24,16,16
16,16,24,26,16
16,16,18,16,16
27,16,18,16,16
16,16,17,14,16
27,16,17,16,16
14,16,16,14,16
16,16,16,14,16
16,16,17,16,16
16,16,17,28,16
16,16,17,28,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,18,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,22,16
16,16,17,16,16
16,16,17,16,16
25,16,21,16,16
16,16,16,16,16
0,16,18,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,18,16,16
16,16,18,16,16
16,16,18,16,16
16,16,17,14,16
16,16,18,16,16
16,16,21,17,16
16,16,17,16,16
16,16,18,16,16
39,14,15,28,16
16,16,17,16,16
16,16,17,39,16
16,16,16,16,16
9,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,28,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
31,16,17,16,16
16,16,16,16,16
16,16,17,16,16
27,16,18,16,16
16,16,17,16,16
16,16,18,16,16
32,16,16,16,16
16,16,16,16,16
16,16,18,16,16
8,16,18,26,16
16,16,15,23,16
16,16,16,16,16
9,16,18,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
14,16,16,14,16
16,16,16,16,16
16,16,18,16,16
16,16,16,16,16
16,16,18,16,16
16,16,17,16,16
16,16,18,16,16
16,16,18,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
14,16,24,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,18,16,16
16,16,17,16,16
2,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
33,16,18,3,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,18,16,16
16,16,16,16,16
16,16,18,26,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
27,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
2,16,16,14,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,18,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
32,16,17,16,16
16,16,17,14,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
2,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,18,16,16
16,16,16,16,16
16,16,16,16,16
16,16,18,16,16
9,16,26,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
8,16,18,16,16
16,16,17,16,16
16,16,18,16,16
16,16,18,16,16
16,16,17,16,16
16,16,16,16,16
3,16,18,14,16
16,16,17,16,16
16,16,18,16,16
16,16,16,16,16
16,16,18,14,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
32,16,17,27,16
16,16,17,16,16
16,16,17,26,16
16,16,17,28,16
16,16,16,16,16
16,16,17,16,16
32,16,16,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,22,16
16,16,17,16,16
16,16,17,16,16
19,16,15,26,16
16,16,18,26,16
16,16,16,16,16
16,16,16,16,16
16,16,17,28,16
16,16,17,16,16
16,16,16,16,16
16,16,18,16,16
16,16,24,26,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,26,16
16,16,16,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,16,16,16
21,16,16,28,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,25,26,16
16,16,39,16,16
16,16,17,26,16
16,16,18,16,16
16,16,16,16,16
16,16,18,16,16
16,16,16,16,16
16,16,17,16,16
18,16,17,14,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
11,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,39,16
16,16,17,16,16
17,16,16,16,16
16,16,18,16,16
16,16,16,16,16
16,16,18,26,16
16,16,18,16,16
27,16,18,16,16
16,16,16,16,16
16,16,16,16,16
16,16,18,16,16
39,16,18,16,16
16,16,18,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,21,19,16
16,16,17,16,16
16,16,16,16,16
13,16,17,13,16
16,16,18,16,16
16,16,18,13,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
32,16,17,13,16
2,16,16,2,16
32,16,15,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,18,14,16
14,16,24,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,39,16
16,16,17,16,16
16,16,39,16,16
16,16,17,14,16
16,16,17,16,16
16,16,16,16,16
16,16,17,39,16
2,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,18,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
27,16,18,16,16
16,16,17,16,16
16,16,18,16,16
16,16,18,16,16
32,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,24,19,16
16,16,16,16,16
16,16,16,22,16
16,16,18,16,16
16,16,18,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
0,16,24,16,16
16,16,17,16,16
39,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,39,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,26,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,16,16,16
7,16,16,16,16
27,16,18,16,16
16,16,15,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,16,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
6,16,16,16,16
16,16,16,16,16
24,16,18,16,16
16,16,15,19,16
16,16,16,16,16
16,16,18,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
26,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,18,16,16
16,16,16,16,16
16,16,17,16,16
2,16,16,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,39,16
16,16,17,16,16
31,16,17,16,16
15,16,15,26,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,2,16
17,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
18,16,21,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,16,16,16
16,16,18,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,28,16
2,16,16,14,16
16,16,18,16,16
16,16,16,16,16
16,16,16,16,16
16,16,15,15,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
0,16,21,16,16
16,16,17,28,16
16,16,16,16,16
36,16,17,16,16
14,16,17,16,16
16,16,16,16,16
16,16,17,28,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,25,16,16
16,16,17,16,16
16,16,16,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
32,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,28,16
27,16,15,16,16
16,16,17,16,16
16,16,18,16,16
16,16,16,16,16
16,16,16,16,16
16,16,18,16,16
39,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,18,16,16
16,16,18,16,16
16,16,18,28,16
15,16,15,28,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
27,16,17,16,16
16,16,18,16,16
16,16,18,28,16
16,16,16,16,16
14,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,16,28,16
16,16,17,16,16
16,16,16,14,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,18,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
6,16,21,13,16
16,16,17,16,16
16,16,17,16,16
23,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,16,16,16
16,16,18,16,16
16,16,18,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,18,16,16
32,16,16,16,16
16,16,16,16,16
16,16,17,16,16
0,16,17,16,16
16,16,16,16,16
16,16,17,16,16
26,16,18,26,16
16,16,17,16,16
17,16,16,16,16
6,16,17,16,16
16,16,16,16,16
16,16,18,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,24,19,16
16,16,18,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,18,16,16
16,16,17,16,16
16,16,18,16,16
16,16,18,16,16
16,16,24,13,16
16,16,16,16,16
16,16,16,16,16
16,16,17,28,16
2,16,16,16,16
7,16,16,16,16
16,16,17,16,16
16,16,17,26,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
2,16,16,16,16
16,16,16,16,16
16,16,16,16,16
16,16,18,14,16
16,16,17,16,16
6,16,17,16,16
16,16,18,16,16
27,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,16,16,16
16,16,17,16,16
26,16,18,16,16
16,16,18,16,16
16,16,16,16,16
27,16,17,16,16
16,16,16,16,16
16,16,18,16,16
16,16,18,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
21,16,15,19,16
16,16,16,16,16
16,16,18,16,16
16,16,17,16,16
16,16,16,16,16
16,16,18,16,16
16,16,16,26,16
16,16,18,16,16
16,16,17,27,16
32,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
27,16,16,16,16
39,21,15,28,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,26,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,14,16
0,16,24,25,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,18,28,16
0,16,16,14,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,26,16
14,16,16,27,16
13,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,14,16
16,16,18,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,16,16,16
16,16,17,16,16
29,16,18,16,16
16,16,17,26,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,26,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,28,16
16,16,16,16,16
22,16,16,26,16
16,16,18,16,16
16,16,18,16,16
37,16,18,28,16
16,16,17,16,16
16,16,15,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
27,16,18,16,16
16,16,17,28,16
16,16,17,16,16
2,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
6,16,18,16,16
32,16,18,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,28,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
32,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,28,16
16,16,18,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,18,16,16
16,16,18,16,16
28,16,16,16,16
16,16,15,16,16
33,16,16,28,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
27,16,16,16,16
16,16,17,16,16
16,16,17,16,16
31,16,15,16,16
16,16,18,16,16
16,16,16,26,16
16,16,16,16,16
16,16,16,16,16
16,16,16,16,16
16,16,18,16,16
27,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,24,16,16
19,21,17,28,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,18,16,16
16,16,16,16,16
16,16,18,27,16
16,16,16,16,16
16,16,16,16,16
16,16,16,16,16
16,16,16,16,16
27,16,15,36,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
27,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
34,16,24,16,16
14,16,21,14,16
16,16,17,16,16
27,16,17,16,16
16,16,18,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
3,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,28,16
16,16,16,16,16
16,16,18,16,16
16,16,16,16,16
16,16,18,16,16
16,16,16,16,16
16,16,18,16,16
16,16,17,16,16
16,16,16,16,16
16,16,18,16,16
28,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
26,16,17,26,16
21,21,16,28,16
16,16,18,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,25,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
10,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,18,25,16
16,16,17,16,16
2,16,21,28,16
16,16,18,16,16
16,16,18,22,16
32,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
39,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,16,27,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
2,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,18,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
31,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,18,16,16
16,16,16,16,16
14,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,18,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,26,16
14,16,16,14,16
16,16,16,16,16
16,16,17,16,16
32,16,16,27,16
16,16,18,16,16
17,16,16,14,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,14,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,16,16,16
10,16,17,16,16
16,16,17,16,16
16,16,18,16,16
32,16,16,14,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,22,16
16,16,17,28,16
2,16,18,16,16
16,16,16,16,16
16,16,16,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
39,16,17,16,16
16,16,16,14,16
33,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
24,16,21,16,16
16,16,17,16,16
25,16,21,16,16
16,16,17,28,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,18,16,16
27,16,16,16,16
16,16,18,16,16
16,16,16,16,16
9,16,17,26,16
21,16,21,13,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,18,16,16
16,16,17,26,16
21,19,16,28,16
16,16,18,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,14,16
16,16,16,28,16
16,16,17,16,16
16,16,17,16,16
14,16,15,16,16
16,16,16,16,16
32,16,17,16,16
16,16,16,16,16
2,16,24,16,16
16,16,18,16,16
16,16,18,16,16
13,16,24,16,16
16,16,17,16,16
16,16,16,14,16
16,16,18,16,16
16,16,18,16,16
16,16,24,26,16
16,16,16,16,16
16,16,17,16,16
21,16,21,26,16
2,16,17,28,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,16,16,16
16,16,18,16,16
16,16,16,16,16
16,16,18,16,16
16,16,18,16,16
16,16,16,16,16
32,16,17,16,16
16,16,17,16,16
16,16,17,16,16
2,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,16,16,16
27,16,21,27,16
16,16,17,16,16
16,16,18,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
27,16,18,16,16
32,16,16,16,16
16,16,17,16,16
16,16,16,39,16
16,16,18,22,16
16,16,17,16,16
16,16,16,16,16
16,16,18,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,18,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
23,16,21,16,16
13,16,21,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,16,16,16
16,16,18,16,16
16,16,17,16,16
27,16,18,16,16
16,16,17,16,16
16,16,16,26,16
16,16,18,16,16
27,16,17,16,16
24,16,21,16,16
16,16,17,16,16
16,16,17,16,16
33,16,18,16,16
21,21,16,28,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
2,16,18,14,16
16,16,17,16,16
16,16,18,28,16
26,16,18,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,28,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
39,16,16,16,16
31,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,28,16
16,16,16,16,16
16,16,16,16,16
16,16,18,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,22,16
10,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,18,16,16
28,16,17,26,16
16,16,17,13,16
16,16,16,16,16
16,16,18,16,16
15,16,24,16,16
32,16,18,16,16
16,16,16,16,16
16,16,18,16,16
16,16,17,16,16
0,16,17,16,16
16,16,18,16,16
11,16,16,16,16
16,16,17,28,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,16,16,16
16,16,16,16,16
16,16,18,16,16
16,16,18,16,16
26,16,16,26,16
16,16,18,16,16
38,16,21,16,16
16,16,18,39,16
9,16,18,16,16
16,16,18,16,16
16,16,18,16,16
27,16,18,16,16
21,21,17,28,16
16,16,18,13,16
16,16,17,28,16
16,16,16,16,16
16,16,24,16,16
16,16,16,16,16
6,16,17,14,16
16,16,18,16,16
16,16,17,26,16
16,16,18,16,16
16,16,18,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,23,16
16,16,18,16,16
16,16,16,16,16
16,16,17,14,16
16,16,18,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,39,16
16,16,18,16,16
16,16,16,16,16
16,16,18,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,15,16,16
16,16,16,16,16
16,16,16,16,16
16,16,16,16,16
16,16,21,16,16
16,16,26,16,16
16,16,25,26,16
16,16,16,16,16
16,16,18,16,16
16,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,39,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,18,16,16
16,16,18,16,16
16,16,16,16,16
16,16,16,16,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
16,16,16,39,16
16,16,18,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,16,16,16
16,16,16,7,16
16,16,17,16,16
16,16,16,16,16
16,16,16,16,16
17,16,16,14,16
16,16,17,16,16
27,16,16,27,16
27,16,17,16,16
16,16,16,16,16
16,16,17,16,16
18,16,17,16,16
16,16,17,16,16
32,16,17,16,16
16,16,18,16,16
32,16,17,16,16
16,16,17,16,16
16,16,17,14,16
16,16,16,22,16
16,16,16,16,16
37,16,17,22,16
13,16,21,16,16
2,16,17,16,16
16,16,18,16,16
16,16,16,16,16
16,16,16,16,16
16,16,18,16,16
0,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,16,16
16,16,17,14,16
16,16,17,16,16
16,16,17,16,16
16,16,17,28,16
16,16,17,16,16
16,16,16,16,16
39,16,16,16,16
11,16,17,16,16
16,16,16,16,16
16,16,17,16,16
16,16,18,16,16
16,16,17,16,16
16,16,17,16,16
16,16,16,16,16
18,16,17,26,16
16,16,18,16,16
16,16,16,16,16
16,16,16,16,16
21,16,24,26,16
16,16,16,16,16
16,16,16,16,16
16,16,17,16,16
16,16,16,16,16
